Greedy Brute Force, , , , ,Brute Force, , , , ,Brute Force (Greedy Optimised), , , , ,CSP Algorithm, , , , ,CSP (Randomised Optimisation), ,
Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,Valid?, Score, RAM, Time (ms), ,
true,53,0,0.0902, ,true,58,0,0.1372, ,true,66,0,3.9058, ,false,-1,0,4.0057, ,false,-1,0,7.0489, ,
true,52,0,0.1626, ,true,56,0,0.1768, ,true,62,0,6.4141, ,false,-1,0,2.2332, ,false,-1,0,3.4985, ,
true,48,0,0.1007, ,true,48,0,0.1646, ,true,59,0,1.8498, ,false,-1,0,7.2022, ,false,-1,0,8.1093, ,
true,47,0,0.0831, ,true,58,0,0.1339, ,true,60,0,4.3627, ,false,-1,0,5.2765, ,false,-1,0,9.8812, ,
true,51,0,0.0812, ,true,55,0,0.1411, ,true,61,0,2.2055, ,false,-1,0,8.4202, ,false,-1,0,7.8449, ,
true,56,0,0.0896, ,true,58,0,0.1832, ,true,59,0,10.659, ,false,-1,0,2.2491, ,false,-1,0,3.3665, ,
true,48,0,0.095, ,true,53,0,0.1403, ,true,59,0,6.4336, ,false,-1,0,2.9976, ,false,-1,0,3.031, ,
true,46,0,0.1395, ,true,55,0,0.1696, ,true,62,0,6.2337, ,false,-1,0,7.9415, ,false,-1,0,8.3406, ,
true,50,0,0.0804, ,true,52,0,0.1423, ,true,60,0,6.6253, ,false,-1,0,7.5883, ,false,-1,0,9.4478, ,
true,40,0,0.0887, ,true,46,0,0.159, ,true,58,0,6.3872, ,false,-1,0,6.5613, ,false,-1,0,6.4588, ,
true,64,0,0.0865, ,true,64,0,0.1587, ,true,72,0,10.0017, ,false,-1,0,4.0057, ,false,-1,0,3.0019, ,
true,63,0,0.0918, ,true,63,0,0.2499, ,true,67,0,13.3914, ,false,-1,0,9.2602, ,false,-1,0,14.3279, ,
true,45,0,0.0934, ,true,54,0,0.144, ,true,65,0,4.1648, ,false,-1,0,4.739, ,false,-1,0,3.4937, ,
true,58,0,0.1109, ,true,62,0,0.1791, ,true,70,0,2.407, ,false,-1,0,11.9565, ,false,-1,0,6.1834, ,
true,46,0,0.0854, ,true,53,0,0.1253, ,true,62,0,9.9281, ,false,-1,0,9.1151, ,false,-1,0,7.2784, ,
