Greedy Brute Force,,,,,,
Valid?, Score, RAM (MB), Time (ms), #Individuals, ,
true,53,2.765128,0.2601,181, ,
false,-1,2.765248,0.4134,181, ,
true,50,0.0,0.1222,181, ,
true,50,2.766096,0.2481,182, ,
true,43,2.765224,0.1755,182, ,
true,51,0.0,0.1447,182, ,
true,62,2.76624,0.3427,182, ,
true,63,2.765288,0.2445,183, ,
true,60,2.765688,0.386,183, ,
true,53,2.76568,0.2278,183, ,
true,49,0.0,0.1465,183, ,
true,45,2.765464,0.3236,184, ,
true,58,2.765944,0.2705,184, ,
true,49,2.765928,0.2237,184, ,
true,40,2.765976,0.3514,184, ,
true,43,0.0,0.2218,185, ,
true,61,0.0,0.1446,185, ,
true,42,2.76592,0.1743,185, ,
true,43,2.765488,0.3235,185, ,
true,44,2.765552,0.2776,186, ,
true,46,2.76584,0.3121,186, ,
true,57,2.766176,0.2452,186, ,
true,57,2.767048,0.2162,186, ,
true,52,2.765816,0.1686,187, ,
true,53,2.767184,0.1975,187, ,
true,47,0.0,0.158,187, ,
false,-1,2.765656,0.349,187, ,
true,53,0.0,0.3477,188, ,
true,53,2.765888,0.188,188, ,
true,52,0.0,0.1578,188, ,
